,wRaR,RaR
1,0.20337159851083628,0.21909600853382408
2,0.2099132274498222,0.23248817091428178
3,0.22045691106968004,0.23214546860743454
4,0.20934819184396924,0.24122926650992838
5,0.22676986751721348,0.2478208483557467
6,0.22621063547111167,0.25061649645585304
7,0.23542111038990243,0.24340274617603716
8,0.2581086434626231,0.25105548658182814
9,0.2530700416910219,0.25169862791198594
10,0.259753844227008,0.2627164578784205
11,0.26501831146728333,0.26904011921180165
12,0.2548571314978139,0.2716216418668428
13,0.2710293255423901,0.2673077238181735
14,0.26536713143108154,0.27039610978452444
15,0.25873392555290914,0.26524774284473257
16,0.26289493263393887,0.26514872621886987
17,0.2649972237563692,0.27096812830266354
18,0.2693381808523889,0.2788057460967378
19,0.2627096546747258,0.2757231040879609
20,0.27067846092819586,0.2710767313706901
21,0.2647032175778022,0.27609727164577386
22,0.2549962348845974,0.2714399340110459
23,0.2515147760494068,0.2858351331329538
24,0.2508307430044508,0.2822298712060557
25,0.2511139936452516,0.2845656861579496
26,0.25456400043640676,0.2840566406193507
27,0.2546334930050307,0.2915160507273539
28,0.25939362031433993,0.2887238489448551
29,0.2596564314797365,0.2909759157317403
30,0.27030214000733405,0.2875377681056785
31,0.26700779847230194,0.2924936538936252
32,0.2676078324502191,0.2951822067185507
33,0.26937383186827113,0.2953552571201307
34,0.26942258743630315,0.29158529389884386
35,0.2658950721701807,0.29103165570222234
36,0.26729726786190094,0.28311527905153333
37,0.26497887699964057,0.28196055828172345
38,0.2713594547019816,0.2838258972895194
39,0.2624001607771116,0.28025947957063163
40,0.259744837969236,0.28147019574963866
41,0.2582761534895091,0.2817944230036786
42,0.25579159414647007,0.2840376409098964
43,0.2574676371411779,0.28826344375078783
44,0.2581599979107965,0.28961528211101134
45,0.26214096066175757,0.2891966787807094
46,0.2641090330225359,0.27942361819501876
47,0.24578453146996096,0.2794190233886395
48,0.24884418362070668,0.28046357290511653
49,0.24976605168419028,0.2784330639455994
50,0.25074003752692925,0.2760247779634485
