,RaR,wRaR
1,0.22858878600215168,0.2272552834157248
2,0.2510979965636373,0.2534609201713106
3,0.2626297568781108,0.27859148792692834
4,0.28510220866667163,0.2952183742517313
5,0.29620464719756756,0.30037735738265986
6,0.3034990914944607,0.31786518706293704
7,0.3132463799780082,0.31641116322485113
8,0.3240590071347427,0.32125971066308817
9,0.3314294222794588,0.3188291229785251
10,0.3328068223733305,0.3248200152428523
11,0.33793710954690426,0.32508014189906714
12,0.33411543593999904,0.32557579290557503
13,0.3461476135626692,0.3290839406397483
14,0.3463249738797656,0.3279124382037485
15,0.35072008474289684,0.33210932388974046
16,0.35166967093844387,0.34159776088384636
17,0.34874712810791325,0.3328939637814719
18,0.34492633297222797,0.33195866057492707
19,0.34318221942164323,0.33564028328537393
20,0.3450437146688844,0.337999114385494
21,0.3493571664018686,0.33944125018642757
22,0.34267932935593265,0.3418881676249116
23,0.3427262842979004,0.3397509565938596
24,0.34498002077083995,0.3424593358863671
25,0.34174631183889487,0.3485730484245428
26,0.3427750443805534,0.35354031606852276
27,0.3393191561668988,0.3394233764961497
28,0.3408684860370831,0.3412333966844036
29,0.34030857798194336,0.3430826799977617
30,0.33813888795511604,0.341699957340778
