,RaR,wRaR
1,0.05037622050276617,0.041567677124984166
2,0.05913360370236367,0.05139885766651066
3,0.06501507592226632,0.06149408146524593
4,0.07007863818902646,0.06619135757623539
5,0.07547797841211615,0.06975934683971276
6,0.07914932172075939,0.07335912521383545
7,0.08271273170955833,0.07513369160295127
8,0.0857347629555515,0.08069615153917961
9,0.08880106720237739,0.0849565279603453
10,0.09143322726724029,0.0858445349669334
11,0.09452015414118037,0.08764699429763881
12,0.09618104741075158,0.09018299569057277
13,0.09882937139092048,0.0919733190082759
14,0.10045006589363441,0.09355250814315189
15,0.10363914003178173,0.0959881094510945
16,0.10593702462454697,0.09746144110762364
17,0.10814869860967571,0.09829266367134346
18,0.11007528300493594,0.1002486474039995
19,0.11077799464013205,0.1028944499016414
20,0.11416525003383479,0.10419164885359322
21,0.11539341715756704,0.1066307330945162
22,0.1166861743113707,0.10640205862442556
23,0.11867285998206242,0.10796165383360881
24,0.12200575187810889,0.10961219139534903
25,0.12432156143175595,0.11032023893018487
26,0.12527891166888724,0.11289673493223966
27,0.12669025618651983,0.11348939017154555
28,0.1269568388947641,0.11592059897212263
29,0.12883143436582842,0.11785060324375782
30,0.1301307651909836,0.12033777866925224
31,0.1323965059619014,0.12021378252851353
32,0.13417319123252713,0.12245816182226918
33,0.13680471555923293,0.12462401770455678
34,0.13992157821451914,0.12570410948564037
35,0.13935981001180067,0.1253543946172528
36,0.13998313602708268,0.12532192441801668
37,0.14156122300121043,0.1256795369030484
38,0.1420403897223088,0.1269443735038301
39,0.1427919192331564,0.12957357182627965
40,0.14535515578513808,0.13189909452541324
41,0.14647932561454918,0.13199311854753057
42,0.1457986638683321,0.13492464851199695
43,0.14817527114323287,0.13532481353751488
44,0.14882098123215914,0.1369268400420808
45,0.15057908403837458,0.13733311060915834
46,0.15286003071142004,0.13792792752217659
47,0.15270394560533535,0.14050658262956892
48,0.153054397928369,0.14068273397365255
49,0.15372074724332227,0.14336776709877855
50,0.1552297542469319,0.1441381210679892
